x 	 analitycal w t = 0.49999	KMB w t = 0.49999	analitycal w t = 0.99999	KMB w t = 0.99999	analitycal w t = 1.99998	KMB w t = 1.99998
5.035	0.999989	0.999989	0.99914	0.99914	0.991332	0.991332
5.04	0.999989	0.999989	0.999151	0.999151	0.991392	0.991392
5.045	0.99999	0.99999	0.999161	0.999161	0.991452	0.991452
5.05	0.99999	0.99999	0.999171	0.999171	0.991512	0.991512
5.055	0.99999	0.99999	0.999181	0.999181	0.991571	0.991571
5.06	0.99999	0.99999	0.999191	0.999191	0.991629	0.991629
5.065	0.999991	0.999991	0.999201	0.999201	0.991688	0.991688
5.07	0.999991	0.999991	0.99921	0.999211	0.991746	0.991746
5.075	0.999991	0.999991	0.99922	0.99922	0.991803	0.991803
5.08	0.999991	0.999991	0.99923	0.99923	0.99186	0.99186
5.085	0.999991	0.999991	0.999239	0.999239	0.991917	0.991917
5.09	0.999992	0.999992	0.999248	0.999248	0.991974	0.991974
5.095	0.999992	0.999992	0.999257	0.999257	0.99203	0.99203
5.1	0.999992	0.999992	0.999266	0.999266	0.992086	0.992086
5.105	0.999992	0.999992	0.999275	0.999275	0.992141	0.992141
5.11	0.999992	0.999992	0.999284	0.999284	0.992196	0.992196
5.115	0.999992	0.999992	0.999293	0.999293	0.992251	0.992251
5.12	0.999993	0.999993	0.999301	0.999302	0.992305	0.992305
5.125	0.999993	0.999993	0.99931	0.99931	0.992359	0.992359
5.13	0.999993	0.999993	0.999318	0.999319	0.992413	0.992413
5.135	0.999993	0.999993	0.999327	0.999327	0.992466	0.992466
5.14	0.999993	0.999993	0.999335	0.999335	0.992519	0.992519
5.145	0.999993	0.999993	0.999343	0.999343	0.992572	0.992572
5.15	0.999994	0.999994	0.999351	0.999351	0.992624	0.992624
5.155	0.999994	0.999994	0.999359	0.999359	0.992676	0.992676
5.16	0.999994	0.999994	0.999367	0.999367	0.992728	0.992728
5.165	0.999994	0.999994	0.999375	0.999375	0.992779	0.992779
5.17	0.999994	0.999994	0.999383	0.999383	0.99283	0.99283
5.175	0.999994	0.999994	0.99939	0.99939	0.992881	0.992881
5.18	0.999994	0.999994	0.999398	0.999398	0.992931	0.992931
5.185	0.999995	0.999995	0.999405	0.999405	0.992981	0.992981
5.19	0.999995	0.999995	0.999413	0.999413	0.993031	0.993031
5.195	0.999995	0.999995	0.99942	0.99942	0.99308	0.99308
5.2	0.999995	0.999995	0.999427	0.999427	0.993129	0.993129
5.205	0.999995	0.999995	0.999434	0.999434	0.993178	0.993178
5.21	0.999995	0.999995	0.999441	0.999441	0.993226	0.993227
5.215	0.999995	0.999995	0.999448	0.999448	0.993275	0.993275
5.22	0.999995	0.999995	0.999455	0.999455	0.993322	0.993322
5.225	0.999995	0.999995	0.999462	0.999462	0.99337	0.99337
5.23	0.999996	0.999996	0.999468	0.999469	0.993417	0.993417
5.235	0.999996	0.999996	0.999475	0.999475	0.993464	0.993464
5.24	0.999996	0.999996	0.999482	0.999482	0.99351	0.993511
5.245	0.999996	0.999996	0.999488	0.999488	0.993557	0.993557
5.25	0.999996	0.999996	0.999494	0.999495	0.993603	0.993603
5.255	0.999996	0.999996	0.999501	0.999501	0.993648	0.993648
5.26	0.999996	0.999996	0.999507	0.999507	0.993694	0.993694
5.265	0.999996	0.999996	0.999513	0.999513	0.993739	0.993739
5.27	0.999996	0.999996	0.999519	0.999519	0.993784	0.993784
5.275	0.999996	0.999996	0.999525	0.999525	0.993828	0.993828
5.28	0.999996	0.999996	0.999531	0.999531	0.993872	0.993872
5.285	0.999997	0.999997	0.999537	0.999537	0.993916	0.993916
5.29	0.999997	0.999997	0.999543	0.999543	0.99396	0.99396
5.295	0.999997	0.999997	0.999549	0.999549	0.994003	0.994003
5.3	0.999997	0.999997	0.999554	0.999555	0.994046	0.994046
5.305	0.999997	0.999997	0.99956	0.99956	0.994089	0.994089
5.31	0.999997	0.999997	0.999566	0.999566	0.994132	0.994132
5.315	0.999997	0.999997	0.999571	0.999571	0.994174	0.994174
5.32	0.999997	0.999997	0.999577	0.999577	0.994216	0.994216
5.325	0.999997	0.999997	0.999582	0.999582	0.994257	0.994258
5.33	0.999997	0.999997	0.999587	0.999587	0.994299	0.994299
5.335	0.999997	0.999997	0.999592	0.999592	0.99434	0.99434
5.34	0.999997	0.999997	0.999598	0.999598	0.994381	0.994381
5.345	0.999997	0.999997	0.999603	0.999603	0.994421	0.994422
5.35	0.999997	0.999997	0.999608	0.999608	0.994462	0.994462
5.355	0.999998	0.999998	0.999613	0.999613	0.994502	0.994502
5.36	0.999998	0.999998	0.999618	0.999618	0.994542	0.994542
5.365	0.999998	0.999998	0.999623	0.999623	0.994581	0.994581
5.37	0.999998	0.999998	0.999627	0.999627	0.99462	0.994621
5.375	0.999998	0.999998	0.999632	0.999632	0.994659	0.99466
5.38	0.999998	0.999998	0.999637	0.999637	0.994698	0.994698
5.385	0.999998	0.999998	0.999641	0.999641	0.994737	0.994737
5.39	0.999998	0.999998	0.999646	0.999646	0.994775	0.994775
5.395	0.999998	0.999998	0.999651	0.999651	0.994813	0.994813
5.4	0.999998	0.999998	0.999655	0.999655	0.994851	0.994851
5.405	0.999998	0.999998	0.999659	0.99966	0.994888	0.994888
5.41	0.999998	0.999998	0.999664	0.999664	0.994925	0.994926
5.415	0.999998	0.999998	0.999668	0.999668	0.994962	0.994963
5.42	0.999998	0.999998	0.999672	0.999672	0.994999	0.994999
5.425	0.999998	0.999998	0.999677	0.999677	0.995036	0.995036
5.43	0.999998	0.999998	0.999681	0.999681	0.995072	0.995072
5.435	0.999998	0.999998	0.999685	0.999685	0.995108	0.995108
5.44	0.999998	0.999998	0.999689	0.999689	0.995144	0.995144
5.445	0.999998	0.999998	0.999693	0.999693	0.995179	0.995179
5.45	0.999998	0.999998	0.999697	0.999697	0.995215	0.995215
5.455	0.999998	0.999998	0.999701	0.999701	0.99525	0.99525
5.46	0.999998	0.999999	0.999705	0.999705	0.995284	0.995285
5.465	0.999999	0.999999	0.999709	0.999709	0.995319	0.995319
5.47	0.999999	0.999999	0.999712	0.999712	0.995353	0.995354
5.475	0.999999	0.999999	0.999716	0.999716	0.995388	0.995388
5.48	0.999999	0.999999	0.99972	0.99972	0.995421	0.995422
5.485	0.999999	0.999999	0.999723	0.999723	0.995455	0.995455
5.49	0.999999	0.999999	0.999727	0.999727	0.995489	0.995489
5.495	0.999999	0.999999	0.999731	0.999731	0.995522	0.995522
5.5	0.999999	0.999999	0.999734	0.999734	0.995555	0.995555
5.505	0.999999	0.999999	0.999738	0.999738	0.995588	0.995588
5.51	0.999999	0.999999	0.999741	0.999741	0.99562	0.99562
5.515	0.999999	0.999999	0.999744	0.999744	0.995653	0.995653
5.52	0.999999	0.999999	0.999748	0.999748	0.995685	0.995685
5.525	0.999999	0.999999	0.999751	0.999751	0.995717	0.995717
5.53	0.999999	0.999999	0.999754	0.999754	0.995748	0.995748
5.535	0.999999	0.999999	0.999757	0.999757	0.99578	0.99578
5.54	0.999999	0.999999	0.999761	0.999761	0.995811	0.995811
5.545	0.999999	0.999999	0.999764	0.999764	0.995842	0.995842
5.55	0.999999	0.999999	0.999767	0.999767	0.995873	0.995873
5.555	0.999999	0.999999	0.99977	0.99977	0.995904	0.995904
5.56	0.999999	0.999999	0.999773	0.999773	0.995934	0.995934
5.565	0.999999	0.999999	0.999776	0.999776	0.995964	0.995964
5.57	0.999999	0.999999	0.999779	0.999779	0.995994	0.995994
5.575	0.999999	0.999999	0.999782	0.999782	0.996024	0.996024
5.58	0.999999	0.999999	0.999785	0.999785	0.996054	0.996054
5.585	0.999999	0.999999	0.999788	0.999788	0.996083	0.996083
5.59	0.999999	0.999999	0.99979	0.99979	0.996112	0.996112
5.595	0.999999	0.999999	0.999793	0.999793	0.996141	0.996141
5.6	0.999999	0.999999	0.999796	0.999796	0.99617	0.99617
5.605	0.999999	0.999999	0.999799	0.999799	0.996199	0.996199
5.61	0.999999	0.999999	0.999801	0.999801	0.996227	0.996227
5.615	0.999999	0.999999	0.999804	0.999804	0.996255	0.996255
5.62	0.999999	0.999999	0.999806	0.999807	0.996283	0.996283
5.625	0.999999	0.999999	0.999809	0.999809	0.996311	0.996311
5.63	0.999999	0.999999	0.999812	0.999812	0.996339	0.996339
5.635	0.999999	0.999999	0.999814	0.999814	0.996366	0.996366
5.64	0.999999	0.999999	0.999817	0.999817	0.996394	0.996394
5.645	0.999999	0.999999	0.999819	0.999819	0.996421	0.996421
5.65	0.999999	0.999999	0.999821	0.999821	0.996448	0.996448
5.655	0.999999	0.999999	0.999824	0.999824	0.996474	0.996474
5.66	0.999999	0.999999	0.999826	0.999826	0.996501	0.996501
5.665	0.999999	0.999999	0.999829	0.999829	0.996527	0.996527
5.67	0.999999	0.999999	0.999831	0.999831	0.996553	0.996553
5.675	0.999999	0.999999	0.999833	0.999833	0.996579	0.996579
5.68	0.999999	0.999999	0.999835	0.999835	0.996605	0.996605
5.685	1	1	0.999838	0.999838	0.996631	0.996631
5.69	1	1	0.99984	0.99984	0.996656	0.996656
5.695	1	1	0.999842	0.999842	0.996681	0.996681
5.7	1	1	0.999844	0.999844	0.996707	0.996707
5.705	1	1	0.999846	0.999846	0.996731	0.996732
5.71	1	1	0.999848	0.999848	0.996756	0.996756
5.715	1	1	0.99985	0.99985	0.996781	0.996781
5.72	1	1	0.999852	0.999852	0.996805	0.996805
5.725	1	1	0.999854	0.999854	0.996829	0.996829
5.73	1	1	0.999856	0.999856	0.996853	0.996854
5.735	1	1	0.999858	0.999858	0.996877	0.996877
5.74	1	1	0.99986	0.99986	0.996901	0.996901
5.745	1	1	0.999862	0.999862	0.996925	0.996925
5.75	1	1	0.999864	0.999864	0.996948	0.996948
5.755	1	1	0.999866	0.999866	0.996971	0.996971
5.76	1	1	0.999868	0.999868	0.996994	0.996994
5.765	1	1	0.999869	0.999869	0.997017	0.997017
5.77	1	1	0.999871	0.999871	0.99704	0.99704
5.775	1	1	0.999873	0.999873	0.997063	0.997063
5.78	1	1	0.999875	0.999875	0.997085	0.997085
5.785	1	1	0.999876	0.999876	0.997107	0.997107
5.79	1	1	0.999878	0.999878	0.99713	0.99713
5.795	1	1	0.99988	0.99988	0.997152	0.997152
5.8	1	1	0.999881	0.999881	0.997173	0.997173
5.805	1	1	0.999883	0.999883	0.997195	0.997195
5.81	1	1	0.999885	0.999885	0.997217	0.997217
5.815	1	1	0.999886	0.999886	0.997238	0.997238
5.82	1	1	0.999888	0.999888	0.997259	0.997259
5.825	1	1	0.999889	0.999889	0.99728	0.99728
5.83	1	1	0.999891	0.999891	0.997301	0.997301
5.835	1	1	0.999892	0.999892	0.997322	0.997322
5.84	1	1	0.999894	0.999894	0.997342	0.997343
5.845	1	1	0.999895	0.999895	0.997363	0.997363
5.85	1	1	0.999897	0.999897	0.997383	0.997383
5.855	1	1	0.999898	0.999898	0.997403	0.997404
5.86	1	1	0.999899	0.999899	0.997423	0.997424
5.865	1	1	0.999901	0.999901	0.997443	0.997443
5.87	1	1	0.999902	0.999902	0.997463	0.997463
5.875	1	1	0.999904	0.999904	0.997483	0.997483
5.88	1	1	0.999905	0.999905	0.997502	0.997502
5.885	1	1	0.999906	0.999906	0.997522	0.997522
5.89	1	1	0.999908	0.999908	0.997541	0.997541
5.895	1	1	0.999909	0.999909	0.99756	0.99756
5.9	1	1	0.99991	0.99991	0.997579	0.997579
5.905	1	1	0.999911	0.999911	0.997598	0.997598
5.91	1	1	0.999913	0.999913	0.997616	0.997616
5.915	1	1	0.999914	0.999914	0.997635	0.997635
5.92	1	1	0.999915	0.999915	0.997653	0.997653
5.925	1	1	0.999916	0.999916	0.997671	0.997671
5.93	1	1	0.999917	0.999917	0.99769	0.99769
5.935	1	1	0.999918	0.999919	0.997708	0.997708
5.94	1	1	0.99992	0.99992	0.997725	0.997725
5.945	1	1	0.999921	0.999921	0.997743	0.997743
5.95	1	1	0.999922	0.999922	0.997761	0.997761
5.955	1	1	0.999923	0.999923	0.997778	0.997778
5.96	1	1	0.999924	0.999924	0.997796	0.997796
5.965	1	1	0.999925	0.999925	0.997813	0.997813
5.97	1	1	0.999926	0.999926	0.99783	0.99783
5.975	1	1	0.999927	0.999927	0.997847	0.997847
5.98	1	1	0.999928	0.999928	0.997864	0.997864
5.985	1	1	0.999929	0.999929	0.997881	0.997881
5.99	1	1	0.99993	0.99993	0.997897	0.997897
5.995	1	1	0.999931	0.999931	0.997914	0.997914
6	1	1	0.999932	0.999932	0.99793	0.99793
6.005	1	1	0.999933	0.999933	0.997946	0.997947
6.01	1	1	0.999934	0.999934	0.997963	0.997963
6.015	1	1	0.999935	0.999935	0.997979	0.997979
6.02	1	1	0.999936	0.999936	0.997995	0.997995
6.025	1	1	0.999937	0.999937	0.99801	0.99801
6.03	1	1	0.999938	0.999938	0.998026	0.998026
6.035	1	1	0.999939	0.999939	0.998042	0.998042
6.04	1	1	0.999939	0.99994	0.998057	0.998057
6.045	1	1	0.99994	0.99994	0.998072	0.998073
6.05	1	1	0.999941	0.999941	0.998088	0.998088
6.055	1	1	0.999942	0.999942	0.998103	0.998103
6.06	1	1	0.999943	0.999943	0.998118	0.998118
6.065	1	1	0.999944	0.999944	0.998133	0.998133
6.07	1	1	0.999944	0.999944	0.998148	0.998148
6.075	1	1	0.999945	0.999945	0.998162	0.998162
6.08	1	1	0.999946	0.999946	0.998177	0.998177
6.085	1	1	0.999947	0.999947	0.998191	0.998191
6.09	1	1	0.999948	0.999948	0.998206	0.998206
6.095	1	1	0.999948	0.999948	0.99822	0.99822
6.1	1	1	0.999949	0.999949	0.998234	0.998234
6.105	1	1	0.99995	0.99995	0.998248	0.998248
6.11	1	1	0.999951	0.999951	0.998262	0.998262
6.115	1	1	0.999951	0.999951	0.998276	0.998276
6.12	1	1	0.999952	0.999952	0.99829	0.99829
6.125	1	1	0.999953	0.999953	0.998303	0.998303
6.13	1	1	0.999953	0.999953	0.998317	0.998317
6.135	1	1	0.999954	0.999954	0.99833	0.99833
6.14	1	1	0.999955	0.999955	0.998344	0.998344
6.145	1	1	0.999955	0.999955	0.998357	0.998357
6.15	1	1	0.999956	0.999956	0.99837	0.99837
6.155	1	1	0.999957	0.999957	0.998383	0.998383
6.16	1	1	0.999957	0.999957	0.998396	0.998396
6.165	1	1	0.999958	0.999958	0.998409	0.998409
6.17	1	1	0.999958	0.999958	0.998422	0.998422
6.175	1	1	0.999959	0.999959	0.998434	0.998435
6.18	1	1	0.99996	0.99996	0.998447	0.998447
6.185	1	1	0.99996	0.99996	0.99846	0.99846
6.19	1	1	0.999961	0.999961	0.998472	0.998472
6.195	1	1	0.999961	0.999961	0.998484	0.998484
6.2	1	1	0.999962	0.999962	0.998496	0.998496
6.205	1	1	0.999962	0.999962	0.998509	0.998509
6.21	1	1	0.999963	0.999963	0.998521	0.998521
6.215	1	1	0.999964	0.999964	0.998533	0.998533
6.22	1	1	0.999964	0.999964	0.998544	0.998544
6.225	1	1	0.999965	0.999965	0.998556	0.998556
6.23	1	1	0.999965	0.999965	0.998568	0.998568
6.235	1	1	0.999966	0.999966	0.998579	0.998579
6.24	1	1	0.999966	0.999966	0.998591	0.998591
6.245	1	1	0.999967	0.999967	0.998602	0.998602
6.25	1	1	0.999967	0.999967	0.998614	0.998614
6.255	1	1	0.999968	0.999968	0.998625	0.998625
6.26	1	1	0.999968	0.999968	0.998636	0.998636
6.265	1	1	0.999969	0.999969	0.998647	0.998647
6.27	1	1	0.999969	0.999969	0.998658	0.998658
6.275	1	1	0.999969	0.999969	0.998669	0.998669
6.28	1	1	0.99997	0.99997	0.99868	0.99868
6.285	1	1	0.99997	0.99997	0.998691	0.998691
6.29	1	1	0.999971	0.999971	0.998701	0.998701
6.295	1	1	0.999971	0.999971	0.998712	0.998712
6.3	1	1	0.999972	0.999972	0.998722	0.998722
6.305	1	1	0.999972	0.999972	0.998733	0.998733
6.31	1	1	0.999973	0.999973	0.998743	0.998743
6.315	1	1	0.999973	0.999973	0.998753	0.998753
6.32	1	1	0.999973	0.999973	0.998764	0.998764
6.325	1	1	0.999974	0.999974	0.998774	0.998774
6.33	1	1	0.999974	0.999974	0.998784	0.998784
6.335	1	1	0.999974	0.999974	0.998794	0.998794
6.34	1	1	0.999975	0.999975	0.998804	0.998804
6.345	1	1	0.999975	0.999975	0.998813	0.998814
6.35	1	1	0.999976	0.999976	0.998823	0.998823
6.355	1	1	0.999976	0.999976	0.998833	0.998833
6.36	1	1	0.999976	0.999976	0.998842	0.998842
6.365	1	1	0.999977	0.999977	0.998852	0.998852
6.37	1	1	0.999977	0.999977	0.998861	0.998861
6.375	1	1	0.999977	0.999977	0.998871	0.998871
6.38	1	1	0.999978	0.999978	0.99888	0.99888
6.385	1	1	0.999978	0.999978	0.998889	0.998889
6.39	1	1	0.999978	0.999978	0.998899	0.998899
6.395	1	1	0.999979	0.999979	0.998908	0.998908
6.4	1	1	0.999979	0.999979	0.998917	0.998917
6.405	1	1	0.999979	0.999979	0.998926	0.998926
6.41	1	1	0.99998	0.99998	0.998934	0.998934
6.415	1	1	0.99998	0.99998	0.998943	0.998943
6.42	1	1	0.99998	0.99998	0.998952	0.998952
6.425	1	1	0.999981	0.999981	0.998961	0.998961
6.43	1	1	0.999981	0.999981	0.998969	0.998969
6.435	1	1	0.999981	0.999981	0.998978	0.998978
6.44	1	1	0.999981	0.999981	0.998986	0.998986
6.445	1	1	0.999982	0.999982	0.998995	0.998995
6.45	1	1	0.999982	0.999982	0.999003	0.999003
6.455	1	1	0.999982	0.999982	0.999011	0.999011
6.46	1	1	0.999983	0.999983	0.99902	0.99902
6.465	1	1	0.999983	0.999983	0.999028	0.999028
6.47	1	1	0.999983	0.999983	0.999036	0.999036
6.475	1	1	0.999983	0.999983	0.999044	0.999044
6.48	1	1	0.999984	0.999984	0.999052	0.999052
6.485	1	1	0.999984	0.999984	0.99906	0.99906
6.49	1	1	0.999984	0.999984	0.999068	0.999068
6.495	1	1	0.999984	0.999984	0.999075	0.999075
6.5	1	1	0.999985	0.999985	0.999083	0.999083
6.505	1	1	0.999985	0.999985	0.999091	0.999091
6.51	1	1	0.999985	0.999985	0.999098	0.999098
6.515	1	1	0.999985	0.999985	0.999106	0.999106
6.52	1	1	0.999985	0.999985	0.999114	0.999114
6.525	1	1	0.999986	0.999986	0.999121	0.999121
6.53	1	1	0.999986	0.999986	0.999128	0.999128
6.535	1	1	0.999986	0.999986	0.999136	0.999136
6.54	1	1	0.999986	0.999986	0.999143	0.999143
6.545	1	1	0.999987	0.999987	0.99915	0.99915
6.55	1	1	0.999987	0.999987	0.999157	0.999157
6.555	1	1	0.999987	0.999987	0.999164	0.999164
6.56	1	1	0.999987	0.999987	0.999171	0.999171
6.565	1	1	0.999987	0.999987	0.999178	0.999178
6.57	1	1	0.999988	0.999988	0.999185	0.999185
6.575	1	1	0.999988	0.999988	0.999192	0.999192
6.58	1	1	0.999988	0.999988	0.999199	0.999199
6.585	1	1	0.999988	0.999988	0.999206	0.999206
6.59	1	1	0.999988	0.999988	0.999212	0.999213
6.595	1	1	0.999988	0.999988	0.999219	0.999219
6.6	1	1	0.999989	0.999989	0.999226	0.999226
6.605	1	1	0.999989	0.999989	0.999232	0.999232
6.61	1	1	0.999989	0.999989	0.999239	0.999239
6.615	1	1	0.999989	0.999989	0.999245	0.999245
6.62	1	1	0.999989	0.999989	0.999252	0.999252
6.625	1	1	0.999989	0.999989	0.999258	0.999258
6.63	1	1	0.99999	0.99999	0.999264	0.999264
6.635	1	1	0.99999	0.99999	0.999271	0.999271
6.64	1	1	0.99999	0.99999	0.999277	0.999277
6.645	1	1	0.99999	0.99999	0.999283	0.999283
6.65	1	1	0.99999	0.99999	0.999289	0.999289
6.655	1	1	0.99999	0.99999	0.999295	0.999295
6.66	1	1	0.999991	0.999991	0.999301	0.999301
6.665	1	1	0.999991	0.999991	0.999307	0.999307
6.67	1	1	0.999991	0.999991	0.999313	0.999313
6.675	1	1	0.999991	0.999991	0.999319	0.999319
6.68	1	1	0.999991	0.999991	0.999325	0.999325
6.685	1	1	0.999991	0.999991	0.99933	0.99933
6.69	1	1	0.999991	0.999991	0.999336	0.999336
6.695	1	1	0.999992	0.999992	0.999342	0.999342
6.7	1	1	0.999992	0.999992	0.999348	0.999348
6.705	1	1	0.999992	0.999992	0.999353	0.999353
6.71	1	1	0.999992	0.999992	0.999359	0.999359
6.715	1	1	0.999992	0.999992	0.999364	0.999364
6.72	1	1	0.999992	0.999992	0.99937	0.99937
6.725	1	1	0.999992	0.999992	0.999375	0.999375
6.73	1	1	0.999992	0.999992	0.99938	0.99938
6.735	1	1	0.999993	0.999993	0.999386	0.999386
6.74	1	1	0.999993	0.999993	0.999391	0.999391
6.745	1	1	0.999993	0.999993	0.999396	0.999396
6.75	1	1	0.999993	0.999993	0.999401	0.999401
6.755	1	1	0.999993	0.999993	0.999407	0.999407
6.76	1	1	0.999993	0.999993	0.999412	0.999412
6.765	1	1	0.999993	0.999993	0.999417	0.999417
6.77	1	1	0.999993	0.999993	0.999422	0.999422
6.775	1	1	0.999993	0.999993	0.999427	0.999427
6.78	1	1	0.999994	0.999994	0.999432	0.999432
6.785	1	1	0.999994	0.999994	0.999437	0.999437
6.79	1	1	0.999994	0.999994	0.999442	0.999442
6.795	1	1	0.999994	0.999994	0.999446	0.999446
6.8	1	1	0.999994	0.999994	0.999451	0.999451
6.805	1	1	0.999994	0.999994	0.999456	0.999456
6.81	1	1	0.999994	0.999994	0.999461	0.999461
6.815	1	1	0.999994	0.999994	0.999465	0.999465
6.82	1	1	0.999994	0.999994	0.99947	0.99947
6.825	1	1	0.999994	0.999994	0.999475	0.999475
6.83	1	1	0.999995	0.999995	0.999479	0.999479
6.835	1	1	0.999995	0.999995	0.999484	0.999484
6.84	1	1	0.999995	0.999995	0.999488	0.999488
6.845	1	1	0.999995	0.999995	0.999493	0.999493
6.85	1	1	0.999995	0.999995	0.999497	0.999497
6.855	1	1	0.999995	0.999995	0.999502	0.999502
6.86	1	1	0.999995	0.999995	0.999506	0.999506
6.865	1	1	0.999995	0.999995	0.99951	0.99951
6.87	1	1	0.999995	0.999995	0.999515	0.999515
6.875	1	1	0.999995	0.999995	0.999519	0.999519
6.88	1	1	0.999995	0.999995	0.999523	0.999523
6.885	1	1	0.999995	0.999995	0.999527	0.999527
6.89	1	1	0.999995	0.999995	0.999531	0.999531
6.895	1	1	0.999996	0.999996	0.999535	0.999535
6.9	1	1	0.999996	0.999996	0.999539	0.999539
6.905	1	1	0.999996	0.999996	0.999544	0.999544
6.91	1	1	0.999996	0.999996	0.999548	0.999548
6.915	1	1	0.999996	0.999996	0.999552	0.999552
6.92	1	1	0.999996	0.999996	0.999555	0.999555
6.925	1	1	0.999996	0.999996	0.999559	0.999559
6.93	1	1	0.999996	0.999996	0.999563	0.999563
6.935	1	1	0.999996	0.999996	0.999567	0.999567
6.94	1	1	0.999996	0.999996	0.999571	0.999571
6.945	1	1	0.999996	0.999996	0.999575	0.999575
6.95	1	1	0.999996	0.999996	0.999578	0.999578
6.955	1	1	0.999996	0.999996	0.999582	0.999582
6.96	1	1	0.999996	0.999996	0.999586	0.999586
6.965	1	1	0.999996	0.999996	0.99959	0.99959
6.97	1	1	0.999997	0.999997	0.999593	0.999593
6.975	1	1	0.999997	0.999997	0.999597	0.999597
6.98	1	1	0.999997	0.999997	0.9996	0.9996
6.985	1	1	0.999997	0.999997	0.999604	0.999604
6.99	1	1	0.999997	0.999997	0.999607	0.999607
6.995	1	1	0.999997	0.999997	0.999611	0.999611
7	1	1	0.999997	0.999997	0.999614	0.999614
7.005	1	1	0.999997	0.999997	0.999618	0.999618
7.01	1	1	0.999997	0.999997	0.999621	0.999621
7.015	1	1	0.999997	0.999997	0.999625	0.999625
7.02	1	1	0.999997	0.999997	0.999628	0.999628
7.025	1	1	0.999997	0.999997	0.999631	0.999631
7.03	1	1	0.999997	0.999997	0.999634	0.999634
7.035	1	1	0.999997	0.999997	0.999638	0.999638
7.04	1	1	0.999997	0.999997	0.999641	0.999641
7.045	1	1	0.999997	0.999997	0.999644	0.999644
7.05	1	1	0.999997	0.999997	0.999647	0.999647
7.055	1	1	0.999997	0.999997	0.99965	0.999651
7.06	1	1	0.999997	0.999997	0.999654	0.999654
7.065	1	1	0.999997	0.999997	0.999657	0.999657
7.07	1	1	0.999997	0.999997	0.99966	0.99966
7.075	1	1	0.999998	0.999998	0.999663	0.999663
7.08	1	1	0.999998	0.999998	0.999666	0.999666
7.085	1	1	0.999998	0.999998	0.999669	0.999669
7.09	1	1	0.999998	0.999998	0.999672	0.999672
7.095	1	1	0.999998	0.999998	0.999675	0.999675
7.1	1	1	0.999998	0.999998	0.999678	0.999678
7.105	1	1	0.999998	0.999998	0.999681	0.999681
7.11	1	1	0.999998	0.999998	0.999683	0.999683
7.115	1	1	0.999998	0.999998	0.999686	0.999686
7.12	1	1	0.999998	0.999998	0.999689	0.999689
7.125	1	1	0.999998	0.999998	0.999692	0.999692
7.13	1	1	0.999998	0.999998	0.999695	0.999695
7.135	1	1	0.999998	0.999998	0.999697	0.999697
7.14	1	1	0.999998	0.999998	0.9997	0.9997
7.145	1	1	0.999998	0.999998	0.999703	0.999703
7.15	1	1	0.999998	0.999998	0.999706	0.999706
7.155	1	1	0.999998	0.999998	0.999708	0.999708
7.16	1	1	0.999998	0.999998	0.999711	0.999711
7.165	1	1	0.999998	0.999998	0.999714	0.999714
7.17	1	1	0.999998	0.999998	0.999716	0.999716
7.175	1	1	0.999998	0.999998	0.999719	0.999719
7.18	1	1	0.999998	0.999998	0.999721	0.999721
7.185	1	1	0.999998	0.999998	0.999724	0.999724
7.19	1	1	0.999998	0.999998	0.999726	0.999726
7.195	1	1	0.999998	0.999998	0.999729	0.999729
7.2	1	1	0.999998	0.999998	0.999731	0.999731
7.205	1	1	0.999998	0.999998	0.999734	0.999734
7.21	1	1	0.999998	0.999998	0.999736	0.999736
7.215	1	1	0.999998	0.999998	0.999739	0.999739
7.22	1	1	0.999998	0.999998	0.999741	0.999741
7.225	1	1	0.999999	0.999999	0.999743	0.999743
7.23	1	1	0.999999	0.999999	0.999746	0.999746
7.235	1	1	0.999999	0.999999	0.999748	0.999748
7.24	1	1	0.999999	0.999999	0.99975	0.99975
7.245	1	1	0.999999	0.999999	0.999753	0.999753
7.25	1	1	0.999999	0.999999	0.999755	0.999755
7.255	1	1	0.999999	0.999999	0.999757	0.999757
7.26	1	1	0.999999	0.999999	0.999759	0.999759
7.265	1	1	0.999999	0.999999	0.999761	0.999761
7.27	1	1	0.999999	0.999999	0.999764	0.999764
7.275	1	1	0.999999	0.999999	0.999766	0.999766
7.28	1	1	0.999999	0.999999	0.999768	0.999768
7.285	1	1	0.999999	0.999999	0.99977	0.99977
7.29	1	1	0.999999	0.999999	0.999772	0.999772
7.295	1	1	0.999999	0.999999	0.999774	0.999774
7.3	1	1	0.999999	0.999999	0.999776	0.999776
7.305	1	1	0.999999	0.999999	0.999778	0.999778
7.31	1	1	0.999999	0.999999	0.99978	0.99978
7.315	1	1	0.999999	0.999999	0.999782	0.999782
7.32	1	1	0.999999	0.999999	0.999784	0.999784
7.325	1	1	0.999999	0.999999	0.999786	0.999786
7.33	1	1	0.999999	0.999999	0.999788	0.999788
7.335	1	1	0.999999	0.999999	0.99979	0.99979
7.34	1	1	0.999999	0.999999	0.999792	0.999792
7.345	1	1	0.999999	0.999999	0.999794	0.999794
7.35	1	1	0.999999	0.999999	0.999796	0.999796
7.355	1	1	0.999999	0.999999	0.999798	0.999798
7.36	1	1	0.999999	0.999999	0.9998	0.9998
7.365	1	1	0.999999	0.999999	0.999802	0.999802
7.37	1	1	0.999999	0.999999	0.999804	0.999804
7.375	1	1	0.999999	0.999999	0.999805	0.999805
